# SYNTHETIC DATA — employee current-skill possession was not present in any source file and has been simulated using a tenure/training-based heuristic for MVP demonstration purposes only. This must NOT be presented to stakeholders as real observed skill data. Real deployment requires an actual skills inventory (HRIS export, LMS completion records, or self-assessment survey).
EmployeeNumber,skill_name,skill_type,has_skill 
385,IBM SPSS Statistics,software,1
385,Microsoft Access,software,1
386,Science,essential,1
386,Reading Comprehension,essential,0
386,Active Listening,essential,1
386,Critical Thinking,essential,1
386,Monitoring,essential,1
386,Adobe Acrobat,software,1
386,Adobe Photoshop,software,0
386,ESRI ArcGIS software,software,1
386,IBM SPSS Statistics,software,1
386,Microsoft Access,software,1
387,Active Listening,essential,1
387,Speaking,essential,1
387,Reading Comprehension,essential,1
387,Critical Thinking,essential,1
387,Monitoring,essential,1
387,Adobe Acrobat,software,1
387,Adobe Creative Cloud software,software,1
387,Bentley MicroStation,software,1
387,Eclipse IDE,software,1
387,Facebook,software,1
388,Active Listening,essential,1
388,Speaking,essential,1
388,Reading Comprehension,essential,1
388,Critical Thinking,essential,1
388,Monitoring,essential,1
388,Adobe Acrobat,software,1
388,Adobe Creative Cloud software,software,1
388,Bentley MicroStation,software,1
388,Eclipse IDE,software,1
388,Facebook,software,1
389,Reading Comprehension,essential,1
389,Active Listening,essential,1
389,Critical Thinking,essential,1
389,Speaking,essential,1
389,Science,essential,1
389,Google Docs,software,1
389,MEDITECH software,software,1
389,Microsoft Excel,software,1
389,Microsoft Office software,software,1
389,Microsoft Outlook,software,1
390,Active Listening,essential,0
390,Speaking,essential,1
390,Reading Comprehension,essential,1
390,Writing,essential,0
390,Active Learning,essential,1
390,Apple macOS,software,1
390,HubSpot software,software,1
390,IBM SPSS Statistics,software,1
390,Microsoft Excel,software,0
390,Microsoft Office software,software,1
391,Critical Thinking,essential,1
391,Reading Comprehension,essential,1
391,Active Listening,essential,1
391,Speaking,essential,1
391,Active Learning,essential,1
391,Amazon DynamoDB,software,0
391,Amazon Elastic Compute Cloud EC2,software,1
391,Amazon Redshift,software,1
391,Amazon Web Services AWS CloudFormation,software,1
391,Amazon Web Services AWS software,software,1
392,Reading Comprehension,essential,0
392,Active Listening,essential,0
392,Critical Thinking,essential,1
392,Speaking,essential,1
392,Science,essential,0
392,Google Docs,software,0
392,MEDITECH software,software,0
392,Microsoft Excel,software,0
392,Microsoft Office software,software,0
392,Microsoft Outlook,software,0
393,Active Listening,essential,1
393,Speaking,essential,1
393,Reading Comprehension,essential,0
393,Writing,essential,0
393,Active Learning,essential,1
393,Apple macOS,software,1
393,HubSpot software,software,0
393,IBM SPSS Statistics,software,0
393,Microsoft Excel,software,1
393,Microsoft Office software,software,1
394,Reading Comprehension,essential,1
394,Active Listening,essential,1
394,Critical Thinking,essential,1
394,Speaking,essential,1
394,Science,essential,0
394,Google Docs,software,1
394,MEDITECH software,software,0
394,Microsoft Excel,software,0
394,Microsoft Office software,software,1
394,Microsoft Outlook,software,0
395,Critical Thinking,essential,1
395,Reading Comprehension,essential,0
395,Active Listening,essential,1
395,Speaking,essential,1
395,Active Learning,essential,1
395,Amazon DynamoDB,software,1
395,Amazon Elastic Compute Cloud EC2,software,1
395,Amazon Redshift,software,1
395,Amazon Web Services AWS CloudFormation,software,0
395,Amazon Web Services AWS software,software,1
396,Science,essential,1
396,Reading Comprehension,essential,1
396,Active Listening,essential,0
396,Critical Thinking,essential,1
396,Monitoring,essential,0
396,Adobe Acrobat,software,1
396,Adobe Photoshop,software,1
396,ESRI ArcGIS software,software,1
396,IBM SPSS Statistics,software,1
396,Microsoft Access,software,1
397,Critical Thinking,essential,1
397,Reading Comprehension,essential,0
397,Active Listening,essential,1
397,Speaking,essential,1
397,Active Learning,essential,1
397,Amazon DynamoDB,software,1
397,Amazon Elastic Compute Cloud EC2,software,1
397,Amazon Redshift,software,1
397,Amazon Web Services AWS CloudFormation,software,1
397,Amazon Web Services AWS software,software,1
399,Active Listening,essential,1
399,Speaking,essential,1
399,Reading Comprehension,essential,1
399,Writing,essential,1
399,Active Learning,essential,0
399,Apple macOS,software,1
399,HubSpot software,software,0
399,IBM SPSS Statistics,software,1
399,Microsoft Excel,software,0
399,Microsoft Office software,software,0
401,Active Listening,essential,1
401,Speaking,essential,0
401,Reading Comprehension,essential,1
401,Critical Thinking,essential,1
401,Monitoring,essential,0
401,Adobe Acrobat,software,0
401,Adobe Creative Cloud software,software,1
401,Bentley MicroStation,software,1
401,Eclipse IDE,software,1
401,Facebook,software,1
403,Critical Thinking,essential,0
403,Reading Comprehension,essential,1
403,Active Listening,essential,1
403,Speaking,essential,1
403,Active Learning,essential,1
403,Amazon DynamoDB,software,1
403,Amazon Elastic Compute Cloud EC2,software,1
403,Amazon Redshift,software,0
403,Amazon Web Services AWS CloudFormation,software,0
403,Amazon Web Services AWS software,software,1
404,Active Listening,essential,1
404,Speaking,essential,1
404,Reading Comprehension,essential,1
404,Critical Thinking,essential,1
404,Monitoring,essential,1
404,Adobe Acrobat,software,1
404,Adobe Creative Cloud software,software,1
404,Bentley MicroStation,software,1
404,Eclipse IDE,software,1
404,Facebook,software,1
405,Reading Comprehension,essential,0
405,Active Listening,essential,0
405,Critical Thinking,essential,1
405,Speaking,essential,0
405,Science,essential,0
405,Google Docs,software,0
405,MEDITECH software,software,0
405,Microsoft Excel,software,0
405,Microsoft Office software,software,0
405,Microsoft Outlook,software,1
406,Active Listening,essential,1
406,Speaking,essential,1
406,Reading Comprehension,essential,1
406,Critical Thinking,essential,1
406,Monitoring,essential,1
406,Adobe Acrobat,software,1
406,Adobe Creative Cloud software,software,1
406,Bentley MicroStation,software,1
406,Eclipse IDE,software,1
406,Facebook,software,1
407,Reading Comprehension,essential,1
407,Active Listening,essential,0
407,Critical Thinking,essential,1
407,Speaking,essential,1
407,Science,essential,0
407,Google Docs,software,1
407,MEDITECH software,software,0
407,Microsoft Excel,software,0
407,Microsoft Office software,software,0
407,Microsoft Outlook,software,1
408,Critical Thinking,essential,1
408,Speaking,essential,1
408,Monitoring,essential,1
408,Reading Comprehension,essential,1
408,Active Listening,essential,1
408,Adobe Acrobat,software,0
408,Adobe After Effects,software,1
408,Adobe InDesign,software,1
408,Adobe Photoshop,software,1
408,Autodesk AutoCAD,software,0
410,N/A - Department-level analysis only,N/A,0
411,Active Listening,essential,1
411,Speaking,essential,1
411,Reading Comprehension,essential,0
411,Writing,essential,0
411,Active Learning,essential,0
411,Apple macOS,software,0
411,HubSpot software,software,1
411,IBM SPSS Statistics,software,1
411,Microsoft Excel,software,0
411,Microsoft Office software,software,1
412,Active Listening,essential,1
412,Speaking,essential,0
412,Reading Comprehension,essential,0
412,Writing,essential,1
412,Active Learning,essential,0
412,Apple macOS,software,1
412,HubSpot software,software,0
412,IBM SPSS Statistics,software,1
412,Microsoft Excel,software,0
412,Microsoft Office software,software,0
416,Active Listening,essential,1
416,Speaking,essential,0
416,Reading Comprehension,essential,1
416,Critical Thinking,essential,1
416,Monitoring,essential,1
416,Adobe Acrobat,software,1
416,Adobe Creative Cloud software,software,1
416,Bentley MicroStation,software,1
416,Eclipse IDE,software,0
416,Facebook,software,1
417,Active Listening,essential,1
417,Speaking,essential,1
417,Reading Comprehension,essential,1
417,Writing,essential,0
417,Active Learning,essential,1
417,Apple macOS,software,0
417,HubSpot software,software,1
417,IBM SPSS Statistics,software,1
417,Microsoft Excel,software,1
417,Microsoft Office software,software,1
419,Reading Comprehension,essential,1
419,Active Listening,essential,1
419,Critical Thinking,essential,1
419,Speaking,essential,1
419,Science,essential,1
419,Google Docs,software,1
419,MEDITECH software,software,1
419,Microsoft Excel,software,1
419,Microsoft Office software,software,1
419,Microsoft Outlook,software,1
420,Active Listening,essential,1
420,Speaking,essential,1
420,Reading Comprehension,essential,1
420,Critical Thinking,essential,1
420,Monitoring,essential,1
420,Adobe Acrobat,software,1
420,Adobe Creative Cloud software,software,1
420,Bentley MicroStation,software,1
420,Eclipse IDE,software,1
420,Facebook,software,1
421,Science,essential,1
421,Reading Comprehension,essential,1
421,Active Listening,essential,1
421,Critical Thinking,essential,1
421,Monitoring,essential,1
421,Adobe Acrobat,software,0
421,Adobe Photoshop,software,0
421,ESRI ArcGIS software,software,1
421,IBM SPSS Statistics,software,1
421,Microsoft Access,software,1
422,Active Listening,essential,1
422,Speaking,essential,0
422,Reading Comprehension,essential,0
422,Writing,essential,0
422,Active Learning,essential,1
422,Apple macOS,software,1
422,HubSpot software,software,0
422,IBM SPSS Statistics,software,1
422,Microsoft Excel,software,1
422,Microsoft Office software,software,1
423,Critical Thinking,essential,1
423,Reading Comprehension,essential,1
423,Active Listening,essential,1
423,Speaking,essential,0
423,Active Learning,essential,1
423,Amazon DynamoDB,software,1
423,Amazon Elastic Compute Cloud EC2,software,1
423,Amazon Redshift,software,1
423,Amazon Web Services AWS CloudFormation,software,1
423,Amazon Web Services AWS software,software,1
424,Speaking,essential,0
424,Reading Comprehension,essential,1
424,Active Listening,essential,0
424,Writing,essential,0
424,Critical Thinking,essential,1
424,Adobe Acrobat,software,0
424,Adobe Creative Cloud software,software,0
424,Adobe Illustrator,software,0
424,Adobe InDesign,software,1
424,Adobe Photoshop,software,1
425,Reading Comprehension,essential,1
425,Active Listening,essential,1
425,Critical Thinking,essential,1
425,Speaking,essential,1
425,Science,essential,1
425,Google Docs,software,1
425,MEDITECH software,software,1
425,Microsoft Excel,software,1
425,Microsoft Office software,software,1
425,Microsoft Outlook,software,1
426,Critical Thinking,essential,1
426,Reading Comprehension,essential,0
426,Active Listening,essential,1
426,Speaking,essential,1
426,Active Learning,essential,1
426,Amazon DynamoDB,software,0
426,Amazon Elastic Compute Cloud EC2,software,0
426,Amazon Redshift,software,1
426,Amazon Web Services AWS CloudFormation,software,0
426,Amazon Web Services AWS software,software,0
428,N/A - Department-level analysis only,N/A,0
429,N/A - Department-level analysis only,N/A,0
430,Reading Comprehension,essential,1
430,Active Listening,essential,1
430,Critical Thinking,essential,1
430,Speaking,essential,1
430,Science,essential,1
430,Google Docs,software,1
430,MEDITECH software,software,1
430,Microsoft Excel,software,1
430,Microsoft Office software,software,1
430,Microsoft Outlook,software,1
431,Active Listening,essential,1
431,Speaking,essential,0
431,Reading Comprehension,essential,1
431,Writing,essential,1
431,Active Learning,essential,1
431,Apple macOS,software,1
431,HubSpot software,software,0
431,IBM SPSS Statistics,software,1
431,Microsoft Excel,software,1
431,Microsoft Office software,software,1
433,Critical Thinking,essential,1
433,Reading Comprehension,essential,1
433,Active Listening,essential,1
433,Speaking,essential,0
433,Active Learning,essential,1
433,Amazon DynamoDB,software,1
433,Amazon Elastic Compute Cloud EC2,software,1
433,Amazon Redshift,software,1
433,Amazon Web Services AWS CloudFormation,software,1
433,Amazon Web Services AWS software,software,1
434,Critical Thinking,essential,1
434,Reading Comprehension,essential,0
434,Active Listening,essential,0
434,Speaking,essential,1
434,Active Learning,essential,1
434,Amazon DynamoDB,software,0
434,Amazon Elastic Compute Cloud EC2,software,0
434,Amazon Redshift,software,0
434,Amazon Web Services AWS CloudFormation,software,0
434,Amazon Web Services AWS software,software,1
436,Active Listening,essential,1
436,Speaking,essential,1
436,Reading Comprehension,essential,1
436,Critical Thinking,essential,1
436,Monitoring,essential,1
436,Adobe Acrobat,software,1
436,Adobe Creative Cloud software,software,1
436,Bentley MicroStation,software,1
436,Eclipse IDE,software,0
436,Facebook,software,1
437,Active Listening,essential,1
437,Speaking,essential,1
437,Reading Comprehension,essential,1
437,Critical Thinking,essential,0
437,Monitoring,essential,0
437,Adobe Acrobat,software,1
437,Adobe Creative Cloud software,software,1
437,Bentley MicroStation,software,1
437,Eclipse IDE,software,1
437,Facebook,software,0
438,Active Listening,essential,0
438,Speaking,essential,1
438,Reading Comprehension,essential,1
438,Critical Thinking,essential,1
438,Monitoring,essential,0
438,Adobe Acrobat,software,1
438,Adobe Creative Cloud software,software,1
438,Bentley MicroStation,software,0
438,Eclipse IDE,software,1
438,Facebook,software,0
439,Critical Thinking,essential,1
439,Reading Comprehension,essential,1
439,Active Listening,essential,1
439,Speaking,essential,0
439,Active Learning,essential,0
439,Amazon DynamoDB,software,0
439,Amazon Elastic Compute Cloud EC2,software,0
439,Amazon Redshift,software,1
439,Amazon Web Services AWS CloudFormation,software,0
439,Amazon Web Services AWS software,software,1
440,Critical Thinking,essential,1
440,Reading Comprehension,essential,1
440,Active Listening,essential,0
440,Speaking,essential,0
440,Active Learning,essential,1
440,Amazon DynamoDB,software,1
440,Amazon Elastic Compute Cloud EC2,software,0
440,Amazon Redshift,software,1
440,Amazon Web Services AWS CloudFormation,software,0
440,Amazon Web Services AWS software,software,0
441,Critical Thinking,essential,1
441,Reading Comprehension,essential,1
441,Active Listening,essential,1
441,Speaking,essential,1
441,Active Learning,essential,1
441,Amazon DynamoDB,software,0
441,Amazon Elastic Compute Cloud EC2,software,1
441,Amazon Redshift,software,1
441,Amazon Web Services AWS CloudFormation,software,1
441,Amazon Web Services AWS software,software,1
442,Critical Thinking,essential,1
442,Speaking,essential,1
442,Monitoring,essential,1
442,Reading Comprehension,essential,1
442,Active Listening,essential,1
442,Adobe Acrobat,software,1
442,Adobe After Effects,software,1
442,Adobe InDesign,software,1
442,Adobe Photoshop,software,1
442,Autodesk AutoCAD,software,1
444,N/A - Department-level analysis only,N/A,0
445,Active Listening,essential,0
445,Speaking,essential,0
445,Reading Comprehension,essential,1
445,Critical Thinking,essential,0
445,Monitoring,essential,0
445,Adobe Acrobat,software,0
445,Adobe Creative Cloud software,software,0
445,Bentley MicroStation,software,1
445,Eclipse IDE,software,0
445,Facebook,software,1
446,Active Listening,essential,1
446,Speaking,essential,1
446,Reading Comprehension,essential,1
446,Critical Thinking,essential,1
446,Monitoring,essential,1
446,Adobe Acrobat,software,1
446,Adobe Creative Cloud software,software,1
446,Bentley MicroStation,software,1
446,Eclipse IDE,software,1
446,Facebook,software,1
447,Science,essential,1
447,Reading Comprehension,essential,1
447,Active Listening,essential,0
447,Critical Thinking,essential,1
447,Monitoring,essential,1
447,Adobe Acrobat,software,1
447,Adobe Photoshop,software,0
447,ESRI ArcGIS software,software,0
447,IBM SPSS Statistics,software,0
447,Microsoft Access,software,0
448,Reading Comprehension,essential,1
448,Active Listening,essential,1
448,Critical Thinking,essential,1
448,Speaking,essential,1
448,Science,essential,1
448,Google Docs,software,1
448,MEDITECH software,software,1
448,Microsoft Excel,software,0
448,Microsoft Office software,software,1
448,Microsoft Outlook,software,1
449,Active Listening,essential,1
449,Speaking,essential,0
449,Reading Comprehension,essential,1
449,Critical Thinking,essential,1
449,Monitoring,essential,0
449,Adobe Acrobat,software,0
449,Adobe Creative Cloud software,software,1
449,Bentley MicroStation,software,1
449,Eclipse IDE,software,1
449,Facebook,software,1
450,Critical Thinking,essential,1
450,Reading Comprehension,essential,1
450,Active Listening,essential,1
450,Speaking,essential,1
450,Active Learning,essential,1
450,Amazon DynamoDB,software,0
450,Amazon Elastic Compute Cloud EC2,software,1
450,Amazon Redshift,software,1
450,Amazon Web Services AWS CloudFormation,software,1
450,Amazon Web Services AWS software,software,0
451,Active Listening,essential,1
451,Speaking,essential,1
451,Reading Comprehension,essential,0
451,Writing,essential,0
451,Active Learning,essential,0
451,Apple macOS,software,1
451,HubSpot software,software,1
451,IBM SPSS Statistics,software,0
451,Microsoft Excel,software,1
451,Microsoft Office software,software,0
452,Critical Thinking,essential,1
452,Reading Comprehension,essential,1
452,Active Listening,essential,1
452,Speaking,essential,1
452,Active Learning,essential,1
452,Amazon DynamoDB,software,1
452,Amazon Elastic Compute Cloud EC2,software,1
452,Amazon Redshift,software,1
452,Amazon Web Services AWS CloudFormation,software,1
452,Amazon Web Services AWS software,software,1
453,Active Listening,essential,0
453,Speaking,essential,0
453,Reading Comprehension,essential,1
453,Critical Thinking,essential,1
453,Monitoring,essential,0
453,Adobe Acrobat,software,0
453,Adobe Creative Cloud software,software,1
453,Bentley MicroStation,software,1
453,Eclipse IDE,software,1
453,Facebook,software,1
454,Reading Comprehension,essential,1
454,Active Listening,essential,0
454,Critical Thinking,essential,1
454,Speaking,essential,1
454,Science,essential,1
454,Google Docs,software,1
454,MEDITECH software,software,0
454,Microsoft Excel,software,1
454,Microsoft Office software,software,1
454,Microsoft Outlook,software,1
455,Reading Comprehension,essential,1
455,Active Listening,essential,0
455,Critical Thinking,essential,0
455,Speaking,essential,1
455,Science,essential,1
455,Google Docs,software,1
455,MEDITECH software,software,0
455,Microsoft Excel,software,1
455,Microsoft Office software,software,0
455,Microsoft Outlook,software,0
456,Active Listening,essential,1
456,Speaking,essential,1
456,Reading Comprehension,essential,1
456,Critical Thinking,essential,1
456,Monitoring,essential,1
456,Adobe Acrobat,software,1
456,Adobe Creative Cloud software,software,1
456,Bentley MicroStation,software,1
456,Eclipse IDE,software,1
456,Facebook,software,1
458,Active Listening,essential,1
458,Speaking,essential,1
458,Reading Comprehension,essential,1
458,Critical Thinking,essential,1
458,Monitoring,essential,1
458,Adobe Acrobat,software,1
458,Adobe Creative Cloud software,software,1
458,Bentley MicroStation,software,1
458,Eclipse IDE,software,0
458,Facebook,software,1
460,Critical Thinking,essential,0
460,Speaking,essential,0
460,Monitoring,essential,0
460,Reading Comprehension,essential,1
460,Active Listening,essential,1
460,Adobe Acrobat,software,1
460,Adobe After Effects,software,0
460,Adobe InDesign,software,0
460,Adobe Photoshop,software,1
460,Autodesk AutoCAD,software,1
461,Science,essential,1
461,Reading Comprehension,essential,1
461,Active Listening,essential,1
461,Critical Thinking,essential,1
461,Monitoring,essential,1
461,Adobe Acrobat,software,1
461,Adobe Photoshop,software,1
461,ESRI ArcGIS software,software,1
461,IBM SPSS Statistics,software,1
461,Microsoft Access,software,1
462,Critical Thinking,essential,1
462,Speaking,essential,1
462,Monitoring,essential,1
462,Reading Comprehension,essential,1
462,Active Listening,essential,1
462,Adobe Acrobat,software,1
462,Adobe After Effects,software,1
462,Adobe InDesign,software,1
462,Adobe Photoshop,software,1
462,Autodesk AutoCAD,software,1
463,Active Listening,essential,1
463,Speaking,essential,1
463,Reading Comprehension,essential,1
463,Critical Thinking,essential,1
463,Monitoring,essential,1
463,Adobe Acrobat,software,1
463,Adobe Creative Cloud software,software,0
463,Bentley MicroStation,software,1
463,Eclipse IDE,software,0
463,Facebook,software,1
464,Critical Thinking,essential,1
464,Speaking,essential,1
464,Monitoring,essential,1
464,Reading Comprehension,essential,1
464,Active Listening,essential,1
464,Adobe Acrobat,software,1
464,Adobe After Effects,software,1
464,Adobe InDesign,software,1
464,Adobe Photoshop,software,1
464,Autodesk AutoCAD,software,1
465,Critical Thinking,essential,1
465,Reading Comprehension,essential,1
465,Active Listening,essential,1
465,Speaking,essential,1
465,Active Learning,essential,1
465,Amazon DynamoDB,software,1
465,Amazon Elastic Compute Cloud EC2,software,1
465,Amazon Redshift,software,1
465,Amazon Web Services AWS CloudFormation,software,0
465,Amazon Web Services AWS software,software,0
466,Critical Thinking,essential,1
466,Speaking,essential,0
466,Monitoring,essential,0
466,Reading Comprehension,essential,1
466,Active Listening,essential,1
466,Adobe Acrobat,software,1
466,Adobe After Effects,software,0
466,Adobe InDesign,software,0
466,Adobe Photoshop,software,1
466,Autodesk AutoCAD,software,1
467,Active Listening,essential,0
467,Speaking,essential,0
467,Reading Comprehension,essential,1
467,Writing,essential,0
467,Active Learning,essential,0
467,Apple macOS,software,0
467,HubSpot software,software,0
467,IBM SPSS Statistics,software,0
467,Microsoft Excel,software,1
467,Microsoft Office software,software,0
468,Science,essential,1
468,Reading Comprehension,essential,0
468,Active Listening,essential,1
468,Critical Thinking,essential,0
468,Monitoring,essential,1
468,Adobe Acrobat,software,1
468,Adobe Photoshop,software,1
468,ESRI ArcGIS software,software,1
468,IBM SPSS Statistics,software,0
468,Microsoft Access,software,0
469,Active Listening,essential,1
469,Speaking,essential,1
469,Reading Comprehension,essential,1
469,Critical Thinking,essential,1
469,Monitoring,essential,1
469,Adobe Acrobat,software,0
469,Adobe Creative Cloud software,software,1
469,Bentley MicroStation,software,1
469,Eclipse IDE,software,1
469,Facebook,software,1
470,Speaking,essential,1
470,Reading Comprehension,essential,1
470,Active Listening,essential,1
470,Writing,essential,1
470,Critical Thinking,essential,1
470,Adobe Acrobat,software,1
470,Adobe Creative Cloud software,software,1
470,Adobe Illustrator,software,0
470,Adobe InDesign,software,1
470,Adobe Photoshop,software,1
471,Reading Comprehension,essential,1
471,Active Listening,essential,1
471,Critical Thinking,essential,1
471,Speaking,essential,1
471,Science,essential,1
471,Google Docs,software,1
471,MEDITECH software,software,1
471,Microsoft Excel,software,1
471,Microsoft Office software,software,1
471,Microsoft Outlook,software,1
473,N/A - Department-level analysis only,N/A,0
474,Critical Thinking,essential,1
474,Reading Comprehension,essential,1
474,Active Listening,essential,1
474,Speaking,essential,1
474,Active Learning,essential,1
474,Amazon DynamoDB,software,1
474,Amazon Elastic Compute Cloud EC2,software,1
474,Amazon Redshift,software,1
474,Amazon Web Services AWS CloudFormation,software,1
474,Amazon Web Services AWS software,software,0
475,Active Listening,essential,1
475,Speaking,essential,0
475,Reading Comprehension,essential,1
475,Critical Thinking,essential,1
475,Monitoring,essential,0
475,Adobe Acrobat,software,1
475,Adobe Creative Cloud software,software,1
475,Bentley MicroStation,software,0
475,Eclipse IDE,software,0
475,Facebook,software,0
476,Active Listening,essential,1
476,Speaking,essential,1
476,Reading Comprehension,essential,1
476,Critical Thinking,essential,1
476,Monitoring,essential,1
476,Adobe Acrobat,software,1
476,Adobe Creative Cloud software,software,1
476,Bentley MicroStation,software,1
476,Eclipse IDE,software,1
476,Facebook,software,1
477,Active Listening,essential,1
477,Speaking,essential,1
477,Reading Comprehension,essential,0
477,Writing,essential,0
477,Active Learning,essential,1
477,Apple macOS,software,1
477,HubSpot software,software,1
477,IBM SPSS Statistics,software,0
477,Microsoft Excel,software,0
477,Microsoft Office software,software,1
478,Active Listening,essential,1
478,Speaking,essential,0
478,Reading Comprehension,essential,1
478,Writing,essential,1
478,Active Learning,essential,0
478,Apple macOS,software,1
478,HubSpot software,software,0
478,IBM SPSS Statistics,software,1
478,Microsoft Excel,software,1
478,Microsoft Office software,software,0
479,Active Listening,essential,1
479,Speaking,essential,0
479,Reading Comprehension,essential,1
479,Critical Thinking,essential,1
479,Monitoring,essential,1
479,Adobe Acrobat,software,1
479,Adobe Creative Cloud software,software,1
479,Bentley MicroStation,software,1
479,Eclipse IDE,software,1
479,Facebook,software,1
481,Active Listening,essential,1
481,Speaking,essential,1
481,Reading Comprehension,essential,1
481,Critical Thinking,essential,1
481,Monitoring,essential,1
481,Adobe Acrobat,software,1
481,Adobe Creative Cloud software,software,1
481,Bentley MicroStation,software,1
481,Eclipse IDE,software,1
481,Facebook,software,1
482,Active Listening,essential,1
482,Speaking,essential,1
482,Reading Comprehension,essential,0
482,Writing,essential,0
482,Active Learning,essential,0
482,Apple macOS,software,0
482,HubSpot software,software,0
482,IBM SPSS Statistics,software,1
482,Microsoft Excel,software,1
482,Microsoft Office software,software,0
483,Reading Comprehension,essential,1
483,Active Listening,essential,1
483,Critical Thinking,essential,1
483,Speaking,essential,1
483,Science,essential,0
483,Google Docs,software,1
483,MEDITECH software,software,0
483,Microsoft Excel,software,1
483,Microsoft Office software,software,1
483,Microsoft Outlook,software,1
484,Active Listening,essential,0
484,Speaking,essential,1
484,Reading Comprehension,essential,0
484,Writing,essential,1
484,Active Learning,essential,1
484,Apple macOS,software,0
484,HubSpot software,software,1
484,IBM SPSS Statistics,software,1
484,Microsoft Excel,software,1
484,Microsoft Office software,software,1
485,Active Listening,essential,1
485,Speaking,essential,1
485,Reading Comprehension,essential,0
485,Writing,essential,0
485,Active Learning,essential,1
485,Apple macOS,software,1
485,HubSpot software,software,0
485,IBM SPSS Statistics,software,1
485,Microsoft Excel,software,0
485,Microsoft Office software,software,0
486,Reading Comprehension,essential,0
486,Active Listening,essential,1
486,Critical Thinking,essential,1
486,Speaking,essential,1
486,Science,essential,0
486,Google Docs,software,1
486,MEDITECH software,software,1
486,Microsoft Excel,software,1
486,Microsoft Office software,software,1
486,Microsoft Outlook,software,1
487,Critical Thinking,essential,1
487,Speaking,essential,0
487,Monitoring,essential,1
487,Reading Comprehension,essential,0
487,Active Listening,essential,0
487,Adobe Acrobat,software,0
487,Adobe After Effects,software,0
487,Adobe InDesign,software,1
487,Adobe Photoshop,software,1
487,Autodesk AutoCAD,software,0
488,Active Listening,essential,1
488,Speaking,essential,1
488,Reading Comprehension,essential,1
488,Critical Thinking,essential,1
488,Monitoring,essential,1
488,Adobe Acrobat,software,1
488,Adobe Creative Cloud software,software,1
488,Bentley MicroStation,software,1
488,Eclipse IDE,software,1
488,Facebook,software,1
491,Active Listening,essential,1
491,Speaking,essential,0
491,Reading Comprehension,essential,0
491,Writing,essential,1
491,Active Learning,essential,0
491,Apple macOS,software,0
491,HubSpot software,software,0
491,IBM SPSS Statistics,software,0
491,Microsoft Excel,software,1
491,Microsoft Office software,software,1
492,Active Listening,essential,1
492,Speaking,essential,1
492,Reading Comprehension,essential,0
492,Critical Thinking,essential,1
492,Monitoring,essential,1
492,Adobe Acrobat,software,1
492,Adobe Creative Cloud software,software,1
492,Bentley MicroStation,software,0
492,Eclipse IDE,software,1
492,Facebook,software,1
493,Critical Thinking,essential,1
493,Reading Comprehension,essential,1
493,Active Listening,essential,1
493,Speaking,essential,1
493,Active Learning,essential,0
493,Amazon DynamoDB,software,1
493,Amazon Elastic Compute Cloud EC2,software,1
493,Amazon Redshift,software,0
493,Amazon Web Services AWS CloudFormation,software,1
493,Amazon Web Services AWS software,software,1
494,Active Listening,essential,0
494,Speaking,essential,0
494,Reading Comprehension,essential,0
494,Writing,essential,1
494,Active Learning,essential,0
494,Apple macOS,software,0
494,HubSpot software,software,0
494,IBM SPSS Statistics,software,0
494,Microsoft Excel,software,0
494,Microsoft Office software,software,0
495,Critical Thinking,essential,1
495,Reading Comprehension,essential,0
495,Active Listening,essential,0
495,Speaking,essential,1
495,Active Learning,essential,0
495,Amazon DynamoDB,software,1
495,Amazon Elastic Compute Cloud EC2,software,1
495,Amazon Redshift,software,1
495,Amazon Web Services AWS CloudFormation,software,0
495,Amazon Web Services AWS software,software,0
496,Active Listening,essential,1
496,Speaking,essential,1
496,Reading Comprehension,essential,1
496,Writing,essential,0
496,Active Learning,essential,0
496,Apple macOS,software,0
496,HubSpot software,software,0
496,IBM SPSS Statistics,software,0
496,Microsoft Excel,software,1
496,Microsoft Office software,software,1
497,Reading Comprehension,essential,1
497,Active Listening,essential,0
497,Critical Thinking,essential,0
497,Speaking,essential,1
497,Science,essential,0
497,Google Docs,software,1
497,MEDITECH software,software,1
497,Microsoft Excel,software,0
497,Microsoft Office software,software,0
497,Microsoft Outlook,software,1
498,Active Listening,essential,1
498,Speaking,essential,1
498,Reading Comprehension,essential,1
498,Critical Thinking,essential,1
498,Monitoring,essential,1
498,Adobe Acrobat,software,0
498,Adobe Creative Cloud software,software,1
498,Bentley MicroStation,software,1
498,Eclipse IDE,software,0
498,Facebook,software,1
499,Active Listening,essential,1
499,Speaking,essential,0
499,Reading Comprehension,essential,1
499,Writing,essential,0
499,Active Learning,essential,0
499,Apple macOS,software,0
499,HubSpot software,software,0
499,IBM SPSS Statistics,software,1
499,Microsoft Excel,software,1
499,Microsoft Office software,software,1
500,Active Listening,essential,1
500,Speaking,essential,1
500,Reading Comprehension,essential,1
500,Critical Thinking,essential,0
500,Monitoring,essential,1
500,Adobe Acrobat,software,1
500,Adobe Creative Cloud software,software,1
500,Bentley MicroStation,software,1
500,Eclipse IDE,software,1
500,Facebook,software,1
501,Critical Thinking,essential,1
501,Reading Comprehension,essential,0
501,Active Listening,essential,0
501,Speaking,essential,0
501,Active Learning,essential,0
501,Amazon DynamoDB,software,1
